category,place_id,place_name,comment_id,comment_user_id,comment_content,comment_point,comment_date,row_id
CE7,2012755307,컴포즈커피 디지털미디어시티역점,8279768,303341224,,5,2023.08.10.,2012755307_2
CE7,2012755307,컴포즈커피 디지털미디어시티역점,8002592,2763966514,위생 의심됨... 맛도 이 가격 주고 살 프랜차이즈 급은 아닌 듯 ,1,2023.07.03.,2012755307_3
CE7,704318708,7080라이브,10007083,1990697876,,5,2024.04.28.,704318708_1
CE7,40432426,카페엘,9568959,978007104,미팅 전에 시간 뜨면 종종 들르는데 커피 가격도 싸고 사장님 왕 친절! ,5,2024.02.19.,40432426_1
CE7,21530007,카페곰퀼트,8057380,1313577362,,5,2023.07.12.,21530007_1
CE7,1359139681,스타벅스 수색점,10811005,1140373397,"어떤 여성직원분은 너무너무 친절하셔서 감동했는데
다른 날 또 어떤 분은 불친절하셨어요",5,2024.08.18.,1359139681_1
CE7,1359139681,스타벅스 수색점,10676201,554210071,"집 근처 DMC스벅만 가다가 수색점 갔는데 같은 음료였는데 맛이 넘 달라서 깜짝 놀랐어요 (좋은 의미)
DMC스벅이 얼마나 음료를 맹탕으로 만드는지 알게됨^^
같은 음료인데 더 진하고 달달하고 맛있음
단점은 항상 갈때마다 사람들이 많아서 자리없고 시끌시끌해요ㅠ ",5,2024.08.01.,1359139681_2
CE7,1359139681,스타벅스 수색점,10538921,2800539183,"두부맛이
엄청고소하고
부드러워요",5,2024.07.13.,1359139681_3
CE7,1141465571,탐앤탐스 DMC점,10850999,1269433671,"자주 가는 곳입니다 

추천합니다",5,2024.08.24.,1141465571_1
CE7,1141465571,탐앤탐스 DMC점,10660622,1453104805,"직원 한명으로 어떻게 이 큰 카페를 운영하는건지..
직원 한명이 프레즐만드랴 음료만드랴 난리고 주문받을 새도 없네요 ",1,2024.07.30.,1141465571_2
CE7,1141465571,탐앤탐스 DMC점,10589367,1173700501,"커피찌꺼기 안거르고 그대로 커피받는
최악의 장소
두번다시 오고싶지않아요",1,2024.07.20.,1141465571_3
CE7,327879951,투썸플레이스 수색DMC점,10905088,303153129,오픈 행사중이에요. 내부가 깔끔하고 키오스크가 매장앞에 여러대 있어서 이용이 편리해요.,5,2024.09.01.,327879951_1
CE7,327879951,투썸플레이스 수색DMC점,10897599,497783261,"8월 30일 오픈.
2층 구성에 내부 쾌적하고 오픈 이벤트로 1000명 한정 미스테리 박스 판매했음.

",5,2024.08.31.,327879951_2
CE7,1988110826,컴포즈커피 증산DMC센트럴자이점,10746661,711905254,좋인요,5,2024.08.11.,1988110826_1
CE7,1988110826,컴포즈커피 증산DMC센트럴자이점,10676158,554210071,"단발머리에 안경쓴 중년 여자직원( 아님 사장?)
음료 전달했고 자기 일 끝났다고 사람이 앞에 있는데 창문 쾅 닫는 건 무슨 개념인지..?? 
널리고 널린게 카페인데 다신 안가요^^
젊은 여자 알바생이나 젊은 남자 알바생은 친절했어요",1,2024.08.01.,1988110826_2
CE7,1988110826,컴포즈커피 증산DMC센트럴자이점,10644319,1072616366,"싼게 비지떡이네 
물맛이 커피맛보다 더하니  무슨맛인가",1,2024.07.28.,1988110826_3
CE7,969124920,커피공장103 DMC점,11040826,1258196709,,5,2024.09.19.,969124920_1
CE7,969124920,커피공장103 DMC점,10430102,1313577362,가성비 갑,5,2024.06.26.,969124920_2
CE7,969124920,커피공장103 DMC점,10262331,742910084,"소금빵 짱 크고 짱 맛있습니다 대박 
또 갈거예요 !!!!!!!!!!",5,2024.06.03.,969124920_3
CE7,12187020,바리스커피,7892807,2096841449,종종 가서 도장찍고 오는 바리스커피,5,2023.06.18.,12187020_1
CE7,1145283113,스타벅스 디지털미디어시티역,11033104,951020988,공간은 마음에 들지만 직원들 친절하지가않습니다,2,2024.09.18.,1145283113_1
CE7,1145283113,스타벅스 디지털미디어시티역,10676215,554210071,자리 널널해서 앉아있을 경우엔 종종 가지만 솔직히 맛은.. 제가 먹어본 스벅 중에서 제일 밍밍하고 맛없어요^^ 왜 이 지점만 이런건지 항상 궁금함,3,2024.08.01.,1145283113_2
CE7,1145283113,스타벅스 디지털미디어시티역,9915857,1228406808,엄청넓음,5,2024.04.13.,1145283113_3
CE7,520537321,세라젬웰카페 상암DMC점,11062611,782964285,쾌적하고 직원분들이 너무 친절하세요~~,5,2024.09.22.,520537321_1
CE7,520537321,세라젬웰카페 상암DMC점,10770024,1258514240,,5,2024.08.14.,520537321_2
CE7,520537321,세라젬웰카페 상암DMC점,9945870,498410630,좋아요~~ 훌륭해요~~~,5,2024.04.18.,520537321_3
CE7,1032586188,비스트로에버,2611520,524807501,,3,2020.11.02.,1032586188_1
CE7,1032586188,비스트로에버,1433887,321047298,상암에서 나름 유니크한 매력,4,2020.01.12.,1032586188_2
CE7,1032586188,비스트로에버,647850,1083957354,,3,2019.04.09.,1032586188_3
CE7,220621070,어로드커피,10904058,256967467,,5,2024.09.01.,220621070_1
CE7,220621070,어로드커피,10623581,1490049026,2층 공간도 매우 넓고 분위기도 좋았어요!,4,2024.07.25.,220621070_2
CE7,220621070,어로드커피,10514932,1168105786,그냥그래요,3,2024.07.09.,220621070_3
CE7,1520935522,마름모커피,10462499,1391974974,"이근방에서 젤루 조아요
사장님 좀 정신없으시지만 친절하시고 
커피도 맛나요",5,2024.07.01.,1520935522_1
CE7,1520935522,마름모커피,6863389,742237192,"쌀 케이크도 맛있고 음료도 괜찮았습니다
크림라떼 크림 맛있어요",4,2024.02.05.,1520935522_2
CE7,1520935522,마름모커피,9232114,711499698,,5,2023.12.29.,1520935522_3
CE7,2094539299,카페훈훈,9956969,808055349,샌드위치 맛있어요! ,5,2024.04.20.,2094539299_1
CE7,2094539299,카페훈훈,7922611,1266113668,"샌드위치 넘나 푸짐하고 맛있어요옹! 
커피콩도 좋은 거 쓰시는 거같아요오~
여름에 입맛 없을 땐 점심으로 간단히 먹기 딱 좋네용",5,2023.06.22.,2094539299_2
CE7,2094539299,카페훈훈,6726612,728505773,"다음엔 매장에서 마시고가고 싶어요~ 따뜻한 느낌이 넘 좋더라구요^^ 사장님도 밝게 인사해주셔서 너무 좋았고, 라떼도 맛있게 잘 마셨습니다. 가게이름 넘 맘에들어요~!",5,2022.12.21.,2094539299_3
CE7,82475469,"here,coffee",7128755,1045789230,가게도 이뿌고 커피도 맛있어요 !!  분위기도 좋아서 저녁에 맥주 한잔 하기 정말 좋은 곳입니다. 동네 이런 좋은 카페가 생겨서 넘 반갑네요 ㅎㅎㅎ 또가고싶어요 @_@,5,2023.03.06.,82475469_1
CE7,82475469,"here,coffee",7253606,916820929,"크림 직접 만드셨다구 해서인지 
완전 부드러워서 꿀떡꿀떡 넘어가네욬ㅋㅋ
완전 맛있었어요👍🏻👍🏻👍🏻👍🏻
메뉴이름도 상암동에 맞춰 지으셨다는데
넘 귀여워요ㅋㅋㅋㅋㅋㅋ
담엔 다른 시그니처 메뉴 먹으러 갈게옄ㅋㅋㅋ",5,2023.03.29.,82475469_2
CE7,82475469,"here,coffee",7027409,1262206109,,5,2023.02.17.,82475469_3
CE7,1721468716,팬케이크샵커피,11045493,1347299474,팬케이크 맛 괜찮구 공간은 협소해요. 사장님이 열심히하시려는게 눈에 보이고 친절하십니다. 기분좋게 먹고가요!,4,2024.09.20.,1721468716_1
CE7,1721468716,팬케이크샵커피,10519616,3603320036,바닐라 젤라또 반드시 추가하세요 여러분..... 너무 쫀득하고 맛있어서 눈물남....;;; 사장님도 친절하고 가게 분위기도 좋은데 무엇보다 커피랑 팬케이크가 진짜 맛있음ㅋㅋㅋ 원래 시럽도 풍성하게 뿌려주시는데 이때는 제가 시럽을 따로 달라고 해서 사진엔 시럽이 안보여용~!~!,5,2024.07.10.,1721468716_2
CE7,1721468716,팬케이크샵커피,9323719,1901027403,"팬케이크 먹고 싶으면 무조건 가는 카페.
일단 엄청엄청 맛있고 당충전 미쳤고 비주얼 훌륭하고 가격도 좋아요. 커피랑 음료도 당연히 맛있어요. 아메리카노는 초콜릿향 나는 고소한 맛이라서 좋고, 특히 라떼랑 모카 맛집! 사장님도 친절해서 갈 때마다 기분이 좋아요. 종이컵에 그림도 그려주시는데(그림은 매번 다른거같아요. 어느날엔 손님, 어느날엔 고양이나 강아지 등등?) 사진 찍기 너무나 쏘완벽. 본인이 인스타/충이라면 절대 놓칠 수 없을 것임. 그냥 저절로 카메라앱에 손이 갈 것입니다. 친구나 연인이랑 데이트하기 좋으니 상암동 카페는 무조건 여기로 ㄱㄱ (진심 맹세하고 알바아님.. 단골임)",5,2024.07.01.,1721468716_3
CE7,540957819,카페달토끼,8569423,1405630222,"진짜 전메뉴가 맛있긴 한데 자주 주문취소당함&hellip;
영업시간이 도대체 언제인지 모르겠음
가게 문 닫으셨으면 배민에서도 내려주세요 ㅠ
메뉴 고민한 시간 아까워요&hellip;",3,2023.09.16.,540957819_1
CE7,540957819,카페달토끼,6993459,1559010505,"진짜 맛있어요!! 사장님 친절하시고~
재주문의사 오만퍼!!!!",5,2023.02.11.,540957819_2
CE7,540957819,카페달토끼,4653898,1208841348,존맛,5,2021.11.27.,540957819_3
CE7,128043410,코테슬로,10601680,1168105786,라떼맛집,4,2024.07.22.,128043410_1
CE7,128043410,코테슬로,9957005,808055349,바나나브레드 촉촉하고 너무 맛있어요!!,5,2024.04.20.,128043410_2
CE7,128043410,코테슬로,9857024,1216946765,"포근한 분위기와 친절한 사장님😉
바나나 브레드에 아이스크림을 올리는 사치❤️",5,2024.04.04.,128043410_3
CE7,227389831,카페새싹,5308997,512778029,여기 새싹샐러드 넘 맛있어요 ㅠㅠ갈릭 소스 최고 ,5,2022.04.07.,227389831_1
CE7,227389831,카페새싹,3342132,770059263,"청포도 에이드 마셨는데 너무 맛있었어요.

매장 인테리어도 너무 감각적이네요",5,2021.03.27.,227389831_2
CE7,17908861,이디야커피 상암한샘점,10491563,1493267935,친절하고 깨끗합니다! 상암동 이디야는 여기가 제일 좋아요,4,2024.07.06.,17908861_1
CE7,17908861,이디야커피 상암한샘점,7607063,1486924077,영업 안합니다.ㅠㅠ,1,2023.05.11.,17908861_2
CE7,17908861,이디야커피 상암한샘점,7144377,511893047,친절하시고 또 친절하심 ,5,2023.03.09.,17908861_3
CE7,1609380158,커피볶는집플러스,7856952,549477705,사장님이 친절하세요!! 가격도 저렴하고 숨은 커피 맛집,5,2023.06.12.,1609380158_1
CE7,1609380158,커피볶는집플러스,7249127,1292353095,,1,2023.03.28.,1609380158_2
CE7,1609380158,커피볶는집플러스,7183511,2381814422,"사장님 너무 친절하시고
커피도 맛있어요!!",5,2023.03.16.,1609380158_3
CE7,1722850039,라미의 다락방,7327770,1216294412,,5,2023.05.21.,1722850039_1
CE7,1722850039,라미의 다락방,7131145,775499333,"다락방 자리마다 난로도 있고, 너무 아기자기한 공간이에요! 커피도 빙수도 맛있어요❤︎❤︎ 월요일기준 영업시간은 10시까지 입니다!
진짜 카페 강추에요!!!",5,2023.05.04.,1722850039_2
CE7,1722850039,라미의 다락방,7141753,742237192,"사람 없을때 가면 좋을 것 같아요
아기자기하고 음료 가성비 좋아요",4,2023.03.08.,1722850039_3
CE7,1026560346,커피나라 상암점,7829406,1844028907,"최근 매장인테리어 다시하셔서
커피맛이 더 굿~~👍입니다요.
여사장님이 직접 가게에서 쿠키도 맛나게 만드시고
너무 친절하시네요..
 3층매장&amp;테라스까지 있어 동오회모임 자리로도
 충분하네요.",5,2023.06.08.,1026560346_1
CE7,1026560346,커피나라 상암점,6311244,2441293444,,5,2022.09.29.,1026560346_2
CE7,1026560346,커피나라 상암점,5451631,1796153308,"아이스 아메리카노(라지) 6,300원
살면서 처음봅니다",1,2022.05.04.,1026560346_3
CE7,677214231,야스티로스터리,10886670,544709301,"숯불 로스팅 카페라길래 또 탄내 진동하겠네 싶었는데 무려 파라이소92농장의 게이샤가 있다
동창회에서 친구가 버킨백 들고나오면 그 충격?

플란넬 융드립인데 기장이 긴 자체제작
칼리타(R300아님)그라인더와 후지R440(로얄아님)로 분쇄
파라이소92농장 게이샤를 지질 성분이 통과되어 종이필터 추출과는 다른융드립으로 먹을 확률이 얼마나 될까?

킨토 머그잔에 나오는 커피와 듀라렉스 피카디 유리잔

샤프란과 폭발하는 향에 우열을 가리기 힘든 단맛과 산미다 텍스처는 식어도 메이플 시럽 질감이 대단
k6 코니컬 핸드밀로 싱글 에스프레소까지 캔디가 따로 없다(설탕x)

시그니처 블렌드 아메 베이스도 탄내 스모키 쓴맛 없이 흑설탕과 싱글빈 초콜릿 같다
3시간 반만 추출한다는 탄자니아 과테말라 인도네시아 더치는 에센스처럼 &lsquo;신양로스터스&rsquo;를 연상케 한다

송파 &lsquo;선호커피&rsquo;처럼 열원만 숯불을 사용하며 시에나 배럴과 파라이소92 같은 핫트렌드 커피를 볶아 팔다니 충격을 안 받을 수 없다

아피아2머신+스코디2+어바닉080 그라인더 조합
명품 호시자키 제빙기에 테라오카 추저울과 펜던트, 간접, 레일 조명에 세라 돌드리퍼까지 신기한 요소가 너무 많다",5,2024.08.29.,677214231_1
CE7,1897716950,그릭팜 디엠씨,5598475,1955980747,메뉴들이 다 맛있고 힐링이에요 자주 애용중,5,2022.05.30.,1897716950_1
CE7,1897716950,그릭팜 디엠씨,5427920,707970766,"비건요거트도 있고 그냥 요거트도 있어서 골라 먹을 수 있어 좋아요!
과일도 싱싱하고 그냥 다 너무 맛있어요
그리고 사장님이 매우매우 친절하십니다~~!",5,2022.04.30.,1897716950_2
CE7,812246216,아짙풍크트 서울점,10223141,1329802542,,5,2024.05.29.,812246216_1
CE7,812246216,아짙풍크트 서울점,9350600,483807038,"커피가 맛나고 분위기가 좋아요 
좌석이 몇개 없어서 아쉽습니다ㅜ",5,2024.01.17.,812246216_2
CE7,812246216,아짙풍크트 서울점,9139296,1049002898,"동네 아주머니들의 수다 아지트로 남기에는 너무 아쉬운 분위기와 커피 수준.
그렇다고 멀리서 찾아갈만큼의 특별함은 없는 그런 카페.",4,2023.12.14.,812246216_3
CE7,311910667,20000dol커피,10954626,3687952187,사장님 너무 친절 하시고 분위기 좋어요. 감사합니다 ,5,2024.09.07.,311910667_1
CE7,311910667,20000dol커피,10002702,554210071,후기 괜찮길래 집 가까워서 갔더니... 아메리카노 시켰는데 원액에 물타서 주실래 물어봤더니 자기네는 더치커피 전문점이라고... 그럼 그게 더치커피지 아메리카노인가?? 더치커피 별로 좋아하지도 않고 갓 뽑은 샷으로 만든 아메리카노 먹고 싶었는데 진짜 다음부턴 동네카페 안가고 프랜차이즈 간다,1,2024.04.27.,311910667_2
CE7,311910667,20000dol커피,9946139,1911978313,"사장님이 너무 친절하시고 가게 분위기가 좋습니다!
아늑하고 조용해서 책 읽고 공부하기도 좋아요
스타벅스만 갔는데 앞으로 자주 방문할 것 같아요~
커피도 정말 맛있습니다 동네에 오래오래 남아줬으면 하는 카페예요♡",5,2024.04.18.,311910667_3
CE7,814845953,카페인24 마포성산점,10299948,1328341779,가게가 깔끔하고 분위기 있어요~ 커피 주문도 편해요~ 무엇보다도 커피가 맛있네요! ,5,2024.06.08.,814845953_1
CE7,19032712,로비,10601677,1168105786,깔끔하고 맛있어요.,4,2024.07.22.,19032712_1
CE7,19032712,로비,10335695,3517008118,"떡뽁이. 꼬마김밥. 좋아하는 맛이라. 좋고. 
혼자 잘먹는편인데.. 1인메뉴 있어서 넘좋고.
먹고.후식필요한데.. 커피도 딱 있어서 넘 좋은곳. 그리고 친절함은 덤인 넘 좋은 분식커피맛집이예요",4,2024.06.12.,19032712_2
CE7,19032712,로비,7778138,498410630,쌀 떡볶이 맛이 쫄깃쫄깃 좋습니다. 순대도 구수해요~~,4,2023.06.02.,19032712_3
CE7,1907850913,스타벅스 남가좌사거리점,10748000,1400428319,,3,2024.08.11.,1907850913_1
CE7,1907850913,스타벅스 남가좌사거리점,10357629,1574997542,"불친절한 직원이 한 명 있습니다. 설거지가 귀찮아서 식기 제공을 제대로 안 하는 겁니까? 왜 아예 아무것도 주지 말고 탁자에서 맨손으로 먹으라고 하지 그래요?
화장실에 비누도 없어요. 비위생적.",1,2024.07.28.,1907850913_2
CE7,1907850913,스타벅스 남가좌사거리점,10319679,2389597059,"월요일 낮 12~3시 경에 근무하는 직원 중 한 분은 서비스직에 대해 한 번 생각해 보셔야 할 듯 싶어요 
나머지 직원분들은 친절하십니다 ",1,2024.06.10.,1907850913_3
CE7,1261068782,메가MGC커피 명지대점,9942880,1122781931,,4,2024.04.17.,1261068782_1
